"Origen","Destino","TTicket","TEscaleraAnden","TAndenEscalera","TT12","TT23","TT32","TT21","TTotalTren"
3,1,0,98.7056622104371,11.2008828676468,0,0,47.804852782283,62.2279839471921,110.032836729475
3,1,0,19.4850776130705,47.5927460921888,0,0,44.1985320230015,82.85641924573,127.054951268731
1,2,0,22.9808714613318,59.4866617290739,67.6926754937412,0,0,0,67.6926754937412
1,2,32.6220877621333,52.7335866887994,57.2835670771513,66.0861974170049,0,0,0,66.0861974170049
2,1,41.1816655038451,31.698972187005,13.633198775351,0,0,0,65.8461747480782,65.8461747480782
1,3,35.0325224147533,15.575660103932,33.8557529309343,64.4127841371216,42.7264994429424,0,0,107.139283580064
1,3,0,18.0945068784058,15.6786831468344,70.5801998526939,45.7518235291354,0,0,116.332023381829
2,1,77.8227216051552,42.4278597647126,11.2884349282831,0,0,0,62.8341609400721,62.8341609400721
3,2,18.4935403016998,60.1017718745356,53.8632171867851,0,0,49.9374666088261,0,49.9374666088261
2,1,0,62.4682901494265,14.3273248150945,0,0,0,68.8259457744519,68.8259457744519
2,1,69.1603280001956,21.3712839611348,34.005829001868,0,0,0,68.1297708115087,68.1297708115087
1,3,0,11.8758111074567,38.7360752187669,63.0401853414652,45.6602469389327,0,0,108.700432280398
3,1,0,54.1983887338157,48.082948362637,0,0,44.2974519333802,67.7643547382378,112.061806671618
3,2,0,53.1478567032104,68.8145895463355,0,0,42.6762607530691,0,42.6762607530691
3,2,9.22330532773634,109.621928552712,165.650368528932,0,0,42.0377550483681,0,42.0377550483681
3,1,12.0628761779452,100.305586526717,10.8493458809961,0,0,41.7038385313936,69.600574229771,111.304412761165
3,1,26.6591041302426,98.7038900124568,19.353262633113,0,0,44.252745048143,72.087377325386,116.340122373529
3,1,0,26.3372013159096,14.5402361293671,0,0,45.5356306000613,72.0799603489894,117.615590949051
1,3,0,13.9915336947888,34.282657224685,63.2152162101529,43.5362143046223,0,0,106.751430514775
2,1,49.8353259117702,31.7304980030772,19.5388562232256,0,0,0,70.1502579569078,70.1502579569078
1,3,0,14.2753319385236,24.4741945527494,63.1925406705144,42.1987109608017,0,0,105.391251631316
2,3,0,73.4887023005753,74.7362616624604,0,46.7346011893824,0,0,46.7346011893824
3,1,0,24.6781350146135,22.0582790020853,0,0,47.7678193640895,67.0250912293794,114.792910593469
1,3,26.0895089653336,14.46843986896,24.0576699410433,65.1757133026162,43.3841949421912,0,0,108.559908244807
3,1,0,22.2485872188028,14.5535751990974,0,0,46.8393791746348,70.6510590879636,117.490438262598
3,1,0,79.394078996397,22.7268465235829,0,0,43.6959172319621,72.701555663688,116.39747289565
3,1,9.45566933389219,60.1058616844897,38.0969696102624,0,0,46.5805653552525,70.103549857032,116.684115212284
3,1,0,122.064397106494,19.2487629596144,0,0,42.1373886778019,67.2506428961709,109.388031573973
3,1,0,34.7160297761717,17.0298022164749,0,0,49.795133464504,78.1707953131189,127.965928777623
1,3,0,14.6821254957467,330.377673264735,76.8641686694582,48.388411947526,0,0,125.252580616984
1,2,0,29.1790412916782,72.8835315803243,69.0842341616997,0,0,0,69.0842341616997
3,1,23.8735798471038,86.9174487110148,10.4793411244574,0,0,40.0811772560701,77.9606870685075,118.041864324578
1,2,0,14.8747779428959,21.8670472681643,72.8022613380251,0,0,0,72.8022613380251
2,1,0,55.9597579842869,51.5730883164291,0,0,0,64.6944937028356,64.6944937028356
3,1,17.9176769774672,15.4532252810895,71.1336515329095,0,0,43.4509457019158,64.170521218569,107.621466920485
2,1,68.231764810345,28.657983716796,22.9757177270949,0,0,0,70.7346013143413,70.7346013143413
1,3,29.763958609363,15.0554363463917,27.647429516844,63.3385217758313,45.0900916103274,0,0,108.428613386159
1,3,0,36.0880102208796,42.6299848034978,77.7342761557346,49.8954892205074,0,0,127.629765376242
2,1,60.1681785899551,58.407676181427,40.0576257316356,0,0,0,71.1104586587495,71.1104586587495
1,3,0,16.3373900835087,38.8036802969873,74.9717485817918,44.3126067449339,0,0,119.284355326726
2,3,69.1586119478381,120.387731487478,24.1812912560999,0,46.7116841021925,0,0,46.7116841021925
3,1,18.5655316270187,186.680383225134,36.5248122244122,0,0,42.4107000324875,59.0322044412461,101.442904473734
3,2,0,23.2181333277,59.8425338684086,0,0,48.6061146785505,0,48.6061146785505
2,1,65.6891653071527,79.6040210102625,18.8327433913946,0,0,0,69.3096745512144,69.3096745512144
2,1,58.4118104563014,20.9393434599042,54.8354157624813,0,0,0,74.1138563266418,74.1138563266418
3,1,0,23.4434821465136,26.2808171651306,0,0,46.7634913465008,64.421178941427,111.184670287928
3,1,0,38.140584975481,42.0229695362393,0,0,46.7120638675988,58.000831788078,104.712895655677
3,1,0,20.0712379243108,31.3932463419512,0,0,46.3588463631459,57.2841229183854,103.642969281531
2,1,69.0490096207836,27.1983678002924,55.1596473547938,0,0,0,70.349881891299,70.349881891299
2,1,0,112.206267396424,15.4304080083966,0,0,0,77.2163562890327,77.2163562890327
1,3,15.8332633521196,19.787259073928,125.135793457355,74.5982535142376,49.0055767633021,0,0,123.60383027754
2,1,82.6019160277467,22.5257092043417,19.9118057452142,0,0,0,72.1492049328534,72.1492049328534
3,2,0,50.8423566801434,22.7050441689789,0,0,49.2265834100544,0,49.2265834100544
3,1,0,61.9263948483353,16.8584049475131,0,0,43.8837116607465,65.6224212180346,109.506132878781
2,1,0,42.7324309921071,25.4954454363832,0,0,0,71.0507820813322,71.0507820813322
3,1,0,54.2011493236276,28.9225861421766,0,0,43.5482143471017,67.2083223263337,110.756536673435
3,2,0,22.6877693459392,42.6029130667204,0,0,41.8005666718818,0,41.8005666718818
3,1,0,103.75099800023,12.4856755137444,0,0,42.1226997440681,69.9112911351448,112.033990879213
2,1,60.1787853233695,28.3419337491242,31.5795327900889,0,0,0,72.7385523212199,72.7385523212199
1,3,65.3961894525973,28.6221190439569,18.2032800652087,71.2333119786421,48.2530113123357,0,0,119.486323290978
2,3,64.3452101276541,64.8943501344024,117.508470038499,0,42.5181269017048,0,0,42.5181269017048
3,1,0,41.0775530152023,35.199151764715,0,0,41.8807522999123,69.7167613701976,111.59751367011
3,2,0,17.0957554281776,78.2784767796226,0,0,46.4938493352383,0,46.4938493352383
3,1,0,79.2165091128004,53.0094206818758,0,0,47.1620215452276,52.1352559243622,99.2972774695898
2,3,57.2938501577258,50.5567667155031,133.484388454264,0,48.3205683389679,0,0,48.3205683389679
3,1,0,69.5582745952492,22.5106265023351,0,0,49.0493949106894,65.2011208238841,114.250515734574
2,1,53.2000681707813,34.2895157619977,20.9817400015891,0,0,0,72.993812492234,72.993812492234
3,2,0,45.1169490052347,48.8549178303426,0,0,49.0688041155227,0,49.0688041155227
2,1,56.270489197496,35.2491824980825,21.6629585716873,0,0,0,71.3034536208324,71.3034536208324
1,2,30.0877771631409,61.3318591912217,24.1261877631769,62.3417415860259,0,0,0,62.3417415860259
3,1,0,55.7965201867705,18.0023654736578,0,0,49.3964307568967,72.7099149159428,122.10634567284
2,3,49.6227067634412,36.6590403625742,39.7633102163672,0,42.6345229661092,0,0,42.6345229661092
3,1,0,34.8252325318754,32.3040972302433,0,0,45.5280992435291,72.7968275766416,118.324926820171
2,1,51.2285152759917,32.1454024307048,40.4980832694059,0,0,0,67.0350596907146,67.0350596907146
3,1,0,22.9694747552276,13.6730133090168,0,0,43.5139872482978,74.2305186966295,117.744505944927
1,2,27.6450632202554,19.4894764572382,174.602124887079,75.5699047300572,0,0,0,75.5699047300572
1,3,19.4312752065631,16.9196689035743,39.8552870377898,68.2629955951763,48.4016953385435,0,0,116.66469093372
2,3,91.1090937085526,34.2279291386222,19.1635431310384,0,41.2676834966987,0,0,41.2676834966987
1,2,27.5379417900311,62.2454110880323,38.108719419688,68.4573515570881,0,0,0,68.4573515570881
2,1,0,39.0974096022546,17.1621486730874,0,0,0,81.3553180908897,81.3553180908897
2,1,0,48.4673579670259,12.1038823854178,0,0,0,65.0320192235861,65.0320192235861
3,1,0,16.2364122830331,33.691099192107,0,0,45.2481492422521,71.9627579707999,117.210907213052
3,1,0,19.162281434983,58.1610246349998,0,0,48.8827652460895,66.3388242136252,115.221589459715
2,3,68.2369820481544,29.1713252710178,45.2195426804905,0,46.4429406472482,0,0,46.4429406472482
3,1,0,59.5482845960145,33.3313854961636,0,0,41.2465647934005,61.3077357851762,102.554300578577
2,1,52.0185409463615,34.8991964524612,24.53381387298,0,0,0,66.7748568969236,66.7748568969236
2,1,57.5618784124289,28.5072595905513,17.3778223246336,0,0,0,73.5599411070667,73.5599411070667
1,2,0,21.2157529313117,20.3776340685856,68.1697070908086,0,0,0,68.1697070908086
3,1,27.9504603816899,25.5872399918735,70.3373037245045,0,0,42.5806054053828,69.1823052737709,111.762910679154
1,3,49.6968122095454,16.5461414773017,22.1665673330426,66.3366555226343,43.8806528435089,0,0,110.217308366143
2,1,0,49.9125383036647,19.3016512226313,0,0,0,70.4535464884294,70.4535464884294
1,3,0,15.7908573935399,16.072760625312,67.2011569873432,48.3488570363261,0,0,115.550014023669
3,1,19.1029429596698,74.8028975691567,29.2099636398201,0,0,47.1496488433331,61.496025870724,108.645674714057
2,1,69.7356939725243,55.7006595425068,62.5528121341891,0,0,0,65.870428505762,65.870428505762
2,1,68.2022772458232,62.5795940843351,39.8986687121873,0,0,0,72.0526397851901,72.0526397851901
2,1,0,33.4946097014472,12.2875204987823,0,0,0,56.805304237566,56.805304237566
2,1,0,28.6353231128305,36.8438486932757,0,0,0,85.2910807682592,85.2910807682592
2,1,69.8338991477984,26.4201746114501,13.7219006111891,0,0,0,68.1489038765269,68.1489038765269
1,3,0,28.7628891189699,90.948847752429,70.1443912213819,40.5253294389695,0,0,110.669720660351
3,1,0,15.7427943236858,10.7121138691608,0,0,45.661349305883,67.0194730764881,112.680822382371
3,1,25.7765492827856,24.7740263034874,45.0278419611936,0,0,40.0854091905057,74.6812613359317,114.766670526437
3,1,15.0402059650768,26.0531041026115,29.8036739594283,0,0,49.8712774924934,72.6763094275716,122.547586920065
3,1,0,23.726336100453,18.2865722198039,0,0,41.5332166617736,65.088487184468,106.621703846242
2,1,0,20.190215096809,52.8315852929778,0,0,0,69.1019554464018,69.1019554464018
1,3,34.015546918273,30.406846179718,90.6034366007814,69.2577978698476,42.6621591113508,0,0,111.919956981198
2,1,40.3403689789211,22.8457358945161,13.9508125092834,0,0,0,71.7945082764149,71.7945082764149
1,3,30.7471024810377,29.4436833067777,42.6174006797373,69.723401995739,40.2565763285384,0,0,109.979978324277
1,2,34.920983467477,33.9435358523371,61.8104945602185,79.574516170175,0,0,0,79.574516170175
2,1,59.7148197421672,20.9883807227015,82.9436571481538,0,0,0,67.3467622235692,67.3467622235692
3,1,0,44.3710871358308,18.4171140566468,0,0,47.3069668421522,73.781771461183,121.088738303335
1,2,0,18.1168506489742,69.1893287909157,71.0423439676845,0,0,0,71.0423439676845
1,3,9.57195670671081,26.6674329422191,38.9066495373845,72.8080578915138,45.5934736831114,0,0,118.401531574625
3,1,0,58.2312969846611,20.9178111222686,0,0,49.5574445836246,75.7919659535054,125.34941053713
1,2,22.6025048541979,18.9558945608351,22.2723585900331,63.833129224245,0,0,0,63.833129224245
2,3,70.8037567476354,71.7817843307681,93.4396594729195,0,42.1073026978411,0,0,42.1073026978411
3,1,0,37.4171898141503,12.9585823509842,0,0,48.0612078751437,69.7657232255851,117.826931100729
2,1,0,68.6460918907948,39.0198645723944,0,0,0,71.4660332900608,71.4660332900608
3,1,0,65.0017376972323,20.6154016777873,0,0,45.9752388461493,63.7492710744591,109.724509920608
2,3,47.661318382854,24.816877329722,30.772946048528,0,40.1556344004348,0,0,40.1556344004348
3,1,0,23.0285150511255,21.6601316910237,0,0,49.8343858169392,78.4181496771258,128.252535494065
3,1,0,26.9676581397653,34.2168693049791,0,0,48.8240967900492,76.3150116039417,125.139108393991
1,3,0,18.9626928139478,66.1320272443776,68.3351620066489,47.7568500395864,0,0,116.092012046235
1,3,0,39.6012881753926,64.5691594092136,75.7807334787638,48.6398479063064,0,0,124.42058138507
1,2,0,37.6753753974083,73.0627389599509,81.3822661787677,0,0,0,81.3822661787677
2,1,68.0573287766183,43.8993823103967,16.9489561486989,0,0,0,79.6378815803175,79.6378815803175
1,2,0,31.5447583227398,43.8793437263433,83.153485406038,0,0,0,83.153485406038
3,1,0,56.4278149587994,10.9016724023968,0,0,49.584258722607,80.7351021409275,130.319360863535
3,1,0,26.1129825264206,13.0029016081244,0,0,42.3239026218653,71.8405079747652,114.16441059663
3,1,0,15.3827898018062,24.532945106836,0,0,43.2919874321669,75.1465352874109,118.438522719578
3,2,19.1270738830143,30.7931000205866,33.0315661301429,0,0,47.3014854709618,0,47.3014854709618
3,2,0,120.531036625232,28.5954255610704,0,0,47.1364479255863,0,47.1364479255863
1,3,33.4728900945561,69.5586457814942,97.2176378186712,61.9738584793983,46.85988569865,0,0,108.833744178048
3,2,0,65.5725005624776,23.2591114816696,0,0,49.9906133953482,0,49.9906133953482
2,1,0,37.231502304785,17.3074237521333,0,0,0,78.4867600401536,78.4867600401536
1,3,26.959592877542,11.1605670032759,55.8219863085036,71.8258267393142,41.5716571174562,0,0,113.39748385677
1,3,35.1569896750691,36.3519310197773,39.8256940580904,63.8679913479058,42.6326020923443,0,0,106.50059344025
2,3,54.0491229440765,84.6975965573828,81.1104258116255,0,49.1209884732962,0,0,49.1209884732962
2,1,39.4988838502006,48.7393418407503,51.7713995253416,0,0,0,75.8854650308291,75.8854650308291
1,2,0,18.5971764288843,20.9890888896593,71.3746007136861,0,0,0,71.3746007136861
2,3,55.7578238812057,52.6788688531581,20.3024614740764,0,47.9115568567067,0,0,47.9115568567067
3,1,10.6768262174198,62.3882625235205,10.6302496588628,0,0,42.6293926918879,83.0156141807435,125.645006872631
3,1,0,16.8418586626649,41.1797520590148,0,0,49.5738164102659,76.2613144389795,125.835130849245
2,1,53.8973305479198,20.3378705354407,19.9496251437813,0,0,0,70.8326813898667,70.8326813898667
3,1,0,22.8473125398159,11.8249384313822,0,0,49.446986457333,78.9078280296544,128.354814486987
2,3,0,25.7932059393167,27.7929538011097,0,44.556705316063,0,0,44.556705316063
3,1,0,29.7222396172583,11.6115711070597,0,0,44.5175410294905,77.4665451594284,121.984086188919
1,2,35.4975612115397,13.8302589952946,30.5866083363071,67.7550338543046,0,0,0,67.7550338543046
2,1,0,30.6830563116819,12.742648711428,0,0,0,67.2885560658057,67.2885560658057
3,1,0,53.7356616167312,13.3926098421216,0,0,45.3069128259085,69.1675016686572,114.474414494566
1,3,13.7984044846755,39.5224220259734,148.885648128009,74.4261168388627,40.068847425282,0,0,114.494964264145
3,2,0,17.7740876935422,28.5256181238219,0,0,41.3366564875469,0,41.3366564875469
3,2,0,120.537829654012,36.2080127932131,0,0,40.3153101610951,0,40.3153101610951
2,1,46.6950285684579,75.38177229212,54.0922422948908,0,0,0,67.2026711887641,67.2026711887641
3,1,0,65.5717568082695,20.2515909355134,0,0,48.5784329217859,76.763838234481,125.342271156267
2,1,0,85.2820972127287,87.2256664517236,0,0,0,73.7501684071606,73.7501684071606
3,1,0,37.6878201961517,19.9094667192549,0,0,41.3222810486332,75.6201574973444,116.942438545978
2,3,0,22.88977609016,42.7557730708294,0,48.6374001135118,0,0,48.6374001135118
1,2,41.1282853866043,35.4779111213031,49.5317687002981,75.0602089000924,0,0,0,75.0602089000924
3,1,0,56.0140660391506,31.8873472875896,0,0,46.7154347873293,68.5717071395842,115.287141926914
3,1,0,142.429024889353,20.6455170642585,0,0,49.3402806320228,64.455194591134,113.795475223157
2,1,51.896102831688,39.3157172063366,11.2929075019588,0,0,0,68.1144884339366,68.1144884339366
3,1,0,50.7382147896301,16.5511078621672,0,0,47.3214798630215,73.0494148297894,120.370894692811
1,3,0,29.3574987902286,17.5272005237639,71.5557424249585,40.229810771998,0,0,111.785553196957
2,1,61.1976795609244,38.4988823160529,60.0574052681155,0,0,0,78.4928104615262,78.4928104615262
2,3,60.8292430009227,24.5213395124301,38.0287859216332,0,48.5537286265753,0,0,48.5537286265753
1,2,0,16.6697170251714,39.9156153388321,73.8308641948802,0,0,0,73.8308641948802
2,1,0,24.310416787057,51.4743463678246,0,0,0,71.305114344173,71.305114344173
3,1,0,61.4820172993426,45.9511002508884,0,0,48.2241388154216,72.7374860812204,120.961624896642
2,1,45.8013376294534,31.4946586173028,44.6677133313534,0,0,0,69.0430671019639,69.0430671019639
3,2,0,47.9392790032511,24.0761079872027,0,0,41.4278897759505,0,41.4278897759505
2,3,56.8787174676533,74.4335694958396,55.1141885651236,0,49.5786514086649,0,0,49.5786514086649
3,1,0,28.1300427921525,44.8061323521619,0,0,49.3396801222116,73.3535872573977,122.693267379609
1,3,0,24.980249073254,43.0885650200729,63.6697402146159,48.0650942213833,0,0,111.734834435999
3,1,0,50.3629951162224,13.904766170308,0,0,40.9425139520317,71.9727715820222,112.915285534054
3,1,0,48.505038654614,35.0642350866439,0,0,47.4380018468946,81.4816288713793,128.919630718274
3,1,22.0007626071553,26.0028632543981,32.8454509741607,0,0,42.981414066162,80.2073232621716,123.188737328334
3,1,0,25.2292250841856,10.8008347984498,0,0,47.5970645388588,66.4198573245527,114.016921863411
2,3,57.7202605355826,42.2101492887799,80.129745226718,0,41.7250739806332,0,0,41.7250739806332
3,1,15.7232164451213,25.2088583381796,19.212886588648,0,0,44.3403939856216,72.438018489492,116.778412475114
1,2,0,18.7358707473957,49.7032426285062,73.9379652490723,0,0,0,73.9379652490723
3,2,0,207.640909691504,44.6033522660348,0,0,47.6974231703207,0,47.6974231703207
2,3,0,33.147278400138,131.861921840145,0,48.9173885527998,0,0,48.9173885527998
3,1,0,73.3775369789372,24.5511677294018,0,0,44.7080563916825,71.6198742123487,116.327930604031
3,1,0,26.7172513529658,33.8436201951447,0,0,40.7818739884533,57.7362634165907,98.518137405044
1,2,0,12.5765133649111,38.3848279926185,66.9134863481846,0,0,0,66.9134863481846
1,2,0,19.3146305207915,26.0743479197845,64.8167955206788,0,0,0,64.8167955206788
3,1,0,55.1085054857617,11.7708690028756,0,0,49.7557261865586,66.9406362503473,116.696362436906
2,1,78.9824210665392,22.7727580023929,30.9736095174196,0,0,0,60.1434515659378,60.1434515659378
3,1,0,19.5559809543192,54.2523552824683,0,0,49.9299297644757,61.149999495064,111.07992925954
3,1,0,23.6684715375304,14.0698543788861,0,0,44.96994856745,70.4471912252582,115.417139792708
2,1,52.3923833536161,57.0239135982904,31.0827225391139,0,0,0,78.1314675655495,78.1314675655495
1,2,39.1739945101398,36.9111328377369,37.640343895182,67.9277215153983,0,0,0,67.9277215153983
3,2,0,124.04503263029,24.4736646022648,0,0,47.9884008294903,0,47.9884008294903
3,1,0,34.8357170820236,11.0605416912585,0,0,40.6826798734255,70.2296880590241,110.91236793245
3,1,0,104.925182978238,28.0768239450222,0,0,43.181413130369,74.5127430291633,117.694156159532
3,1,0,111.541642318095,33.112380298877,0,0,43.0799296009354,64.7336699782467,107.813599579182
3,1,0,35.4213926941156,54.8444172678618,0,0,47.7795135020278,74.7603993695227,122.539912871551
3,1,0,53.3929299546366,22.406498035416,0,0,43.757402591873,68.237790309633,111.995192901506
3,1,0,43.2224183018864,18.11474124901,0,0,42.5059033557773,65.8584394033739,108.364342759151
3,1,0,46.3673011196737,17.9965206280735,0,0,41.6553260572255,62.2001926602498,103.855518717475
1,3,36.7889532068232,28.7650026000085,120.548304537858,64.1512666380434,44.3133753747679,0,0,108.464642012811
2,3,68.8068312134746,30.7751859114453,103.901464561547,0,42.6988290552981,0,0,42.6988290552981
1,3,0,19.3256797357125,41.6262628696859,71.531994986655,47.4297975003719,0,0,118.961792487027
2,1,0,38.9967212220654,10.8888796628198,0,0,0,62.8276874271519,62.8276874271519
3,1,0,33.1425631791353,22.7519578393549,0,0,49.3253539386205,61.1629073400625,110.488261278683
3,1,0,48.8016227243428,22.8265414759517,0,0,47.709537576884,63.8948375980715,111.604375174956
3,1,0,123.343390146817,37.8760886548047,0,0,48.6122187646106,72.2531610999736,120.865379864584
3,1,25.8092387724961,53.4393368272071,17.8470533633964,0,0,45.9650240675546,78.1346251855687,124.099649253123
3,1,0,75.8591155053039,79.4480599048448,0,0,45.4577507101931,69.3251059127759,114.782856622969
3,1,0,25.9121024981141,21.4115872886032,0,0,40.948798796162,69.0467794298208,109.995578225983
3,1,0,38.2559690438211,20.6986926496029,0,0,41.0793055733666,61.644681569786,102.723987143153
3,1,0,49.5091367496138,55.2928416033216,0,0,45.9461596538313,67.0513703998229,112.997530053654
2,1,65.8672910154086,64.0150579062408,46.3679532689934,0,0,0,61.2054831677364,61.2054831677364
3,1,0,19.884322155267,34.7724291251646,0,0,40.0872374023311,73.3881573514793,113.47539475381
3,1,0,84.4352187927733,17.6784961484373,0,0,44.2124607600272,66.4902508006333,110.702711560661
2,3,65.5231407616441,32.3298380430788,51.4931343851571,0,43.1006595352665,0,0,43.1006595352665
1,3,0,11.741512200032,55.0289323909168,69.1359911766983,46.3400773447938,0,0,115.476068521492
3,2,0,42.59296907112,85.7334420978468,0,0,46.2069313949905,0,46.2069313949905
3,1,0,19.5387408082718,36.0076623029056,0,0,41.8658469524235,60.9668378462696,102.832684798693
3,1,0,123.514346996869,16.6015373542905,0,0,44.2557647731155,83.5050128803261,127.760777653442
1,3,0,51.1292703805452,28.5242934338748,65.9721893543619,42.9446748038754,0,0,108.916864158237
3,1,0,40.8481612615287,23.150405343622,0,0,40.4766243114136,73.5386323945866,114.015256706
2,1,61.421695360908,44.2498997865681,43.5889712704306,0,0,0,78.1786122899345,78.1786122899345
3,1,22.7255308523607,62.6015816984658,54.4120847036071,0,0,42.630034822505,64.2541959565312,106.884230779036
3,1,0,72.8702852200042,10.9092496625387,0,0,49.2913690838031,64.0870786247704,113.378447708574
2,1,44.237956698599,29.2013124253197,35.4438921961045,0,0,0,68.582826552533,68.582826552533
1,2,0,83.1584940436197,109.902178213787,73.4031049153969,0,0,0,73.4031049153969
2,3,75.4823785895586,21.393081240038,30.1148255865503,0,45.5440399656072,0,0,45.5440399656072
3,2,0,20.3932083484028,68.1304273170359,0,0,45.4813047288917,0,45.4813047288917
3,1,0,69.200274570096,33.7717584325912,0,0,46.0670885792933,68.1375459659938,114.204634545287
3,1,0,118.992527047719,19.0324442364764,0,0,43.8672325760126,71.5229418396457,115.390174415658
3,1,19.474469305518,61.0207219596051,27.5425678581915,0,0,48.6021326086484,67.9979014269346,116.600034035583
3,2,20.3447546065608,19.8924948275089,76.4912583440568,0,0,42.7446643053554,0,42.7446643053554
3,1,0,55.5259197188501,68.8167819347153,0,0,44.8380944994278,75.2977715124175,120.135866011845
3,1,0,77.2191904810864,22.6328005734831,0,0,49.8778036399744,62.1006934886053,111.97849712858
2,1,0,39.0086907614022,15.1392075958207,0,0,0,63.0036714144625,63.0036714144625
2,3,0,56.3082125863496,26.5115875005722,0,49.7628893773071,0,0,49.7628893773071
2,1,0,125.845103903253,70.0849566283839,0,0,0,73.7474521799491,73.7474521799491
3,2,0,49.7404784042543,104.769367421593,0,0,47.6724263373762,0,47.6724263373762
1,2,40.7378907674236,15.6622212629813,130.344731223987,74.970458700072,0,0,0,74.970458700072
3,1,0,55.1905562338943,17.7278091479093,0,0,41.1124636861496,65.2072032907545,106.319666976904
2,1,61.0390869875614,64.3229527187474,38.5555654422191,0,0,0,65.7130412397401,65.7130412397401
3,1,23.7321008642444,94.8345319148073,12.6003152411431,0,0,49.9237789702602,55.5770338364563,105.500812806716
1,2,0,51.1325275508647,21.4407105793997,70.5247529441749,0,0,0,70.5247529441749
2,1,0,34.6893653273582,13.7095541227609,0,0,0,68.7052712954952,68.7052712954952
1,3,0,18.8702907599509,27.4940882997345,66.2270346412545,46.5901178470813,0,0,112.817152488336
2,1,37.1240201888631,36.6109535549202,24.1064212314027,0,0,0,70.9243802183077,70.9243802183077
2,1,58.5758411688838,49.0898067509425,14.7006530407816,0,0,0,73.7248643421313,73.7248643421313
2,1,61.5667307074287,79.7694099296756,27.6613729624989,0,0,0,67.6022211895184,67.6022211895184
3,1,0,26.5275865979493,30.1746868892553,0,0,49.5357405254617,63.6585773052258,113.194317830688
3,1,0,104.095226595725,13.8114396389574,0,0,44.3088895152323,55.4679467465152,99.7768362617475
2,3,92.5121192719155,48.951328586551,190.846601267508,0,41.6829221509397,0,0,41.6829221509397
1,3,33.9535923101077,10.878810944732,64.4292163832073,67.4563727863449,46.5830667293631,0,0,114.039439515708
3,1,0,94.3402352895508,63.1264522273965,0,0,42.9945632955059,69.4631767945681,112.457740090074
2,1,47.1420292687971,74.6420276391323,10.9909577093804,0,0,0,65.6969630113602,65.6969630113602
1,3,0,12.8037619937994,94.801246669508,69.4030331789,44.835014406126,0,0,114.238047585026
3,2,21.5951100733196,89.5769943495498,27.5177386541306,0,0,49.9481936218217,0,49.9481936218217
3,1,0,109.478792766656,14.1165031958371,0,0,42.1715747215785,68.2539532783015,110.42552799988
2,3,53.2396164679019,45.1956410414044,35.2569424360991,0,45.4133506282233,0,0,45.4133506282233
3,1,0,20.6084586121142,56.6249676396079,0,0,45.4396262275986,70.4677362570997,115.907362484698
3,1,21.9826422485812,69.5617255179172,13.638880699873,0,0,44.9395633931272,63.258176437079,108.197739830206
3,1,0,69.718502422977,10.7281760239885,0,0,45.8333901059814,71.4429257892094,117.276315895191
1,2,0,17.1416892111301,67.7272957165666,72.3165753134644,0,0,0,72.3165753134644
2,1,59.188263259394,40.6440513115376,32.3900078228655,0,0,0,78.1955952359652,78.1955952359652
1,3,18.1240720013949,101.174164781894,42.1935565024614,68.0991302648959,41.4892398077063,0,0,109.588370072602
3,2,27.4511547971794,39.0102029405534,22.1519373683259,0,0,45.296114734374,0,45.296114734374
1,3,0,13.3684810530394,39.634273480624,76.5436129596136,42.5634608790278,0,0,119.107073838641
3,1,0,63.7272616459017,31.9555854933765,0,0,49.2055912059732,66.4073271607603,115.612918366734
2,3,57.8362580753462,28.306406202917,25.493293118694,0,43.9679603488185,0,0,43.9679603488185
3,1,0,29.5870383270085,44.0534603206401,0,0,46.7332040262409,72.3499787529732,119.083182779214
1,3,0,10.097034514342,54.0687743930106,68.6473618211985,48.9682124648243,0,0,117.615574286023
3,1,0,53.2696824576768,27.3933075732532,0,0,49.5200633001514,70.5483812086422,120.068444508794
2,1,68.958511256677,30.1448087394238,18.1991492398083,0,0,0,75.599565558293,75.599565558293
2,3,0,41.8808300128642,27.9707374796271,0,43.3319582254626,0,0,43.3319582254626
2,1,72.576743678622,40.9211861732249,37.7149333796444,0,0,0,66.9263512095499,66.9263512095499
2,3,70.5882843134576,41.4092248649895,59.6628966538196,0,41.183300530538,0,0,41.183300530538
3,2,15.3227038092157,37.192808482796,117.46707734895,0,0,40.6264103855938,0,40.6264103855938
1,3,0,15.0889867451042,69.7045321745758,65.9822271436841,43.4764832304791,0,0,109.458710374163
2,1,72.6753746717907,63.6771734908781,12.273886539042,0,0,0,69.8008382064921,69.8008382064921
2,1,61.4154543576741,24.3874084131553,12.4088603984339,0,0,0,69.3968957445634,69.3968957445634
3,1,0,23.1315883249044,11.0507110692561,0,0,47.6637458452024,62.6178020655539,110.281547910756
3,1,0,48.1112101199574,12.1958005255525,0,0,49.8752249334939,67.7739018833199,117.649126816814
3,1,16.4494700608568,96.680025529481,10.3613586351275,0,0,40.4036311456002,68.8851152130172,109.288746358617
3,1,0,33.129901461094,22.9863708745688,0,0,48.9053087192588,61.5987395820708,110.50404830133
1,3,14.8232581565135,35.1564694560113,62.032305820096,61.5345142815442,45.4018103214912,0,0,106.936324603035
2,1,0,21.7319363577233,26.0585182093964,0,0,0,65.1543888558366,65.1543888558366
1,2,0,10.9492170531303,65.7150728405981,68.4786104784491,0,0,0,68.4786104784491
2,1,0,53.4063959761027,11.896359131489,0,0,0,75.5623842976721,75.5623842976721
